applicant_id,age,monthly_income,credit_limit,existing_debt,employment_years,num_existing_loans,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,pay_7,pay_8,pay_9,pay_10,pay_11,pay_12
B02279,43,19882.0,37430.0,13402.0,7.4,2,0,4,-1,-1,0,0,-1,-1,-1,0,0,-1
B02280,61,77875.0,269946.0,79694.0,5.1,3,-1,3,3,-1,-1,-1,-1,0,-1,-1,-1,-1
B02281,57,73164.0,418911.0,86664.0,8.9,4,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,4
B02282,55,111167.0,423383.0,172589.0,4.4,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,0
B02283,36,32183.0,139839.0,67510.0,5.1,4,-1,0,-1,-1,0,0,4,2,-1,-1,4,-1
B02284,47,30037.0,164488.0,48469.0,0.1,0,-1,4,4,4,1,1,4,2,2,1,3,3
B02285,68,72646.0,115173.0,68021.0,1.8,1,-1,0,1,-1,0,0,0,0,-1,-1,0,0
B02286,45,95763.0,389417.0,82497.0,7.0,0,-1,0,-1,0,0,2,2,1,0,0,0,3
B02287,22,61330.0,288704.0,49333.0,3.2,3,-1,0,-1,0,0,-1,0,-1,-1,-1,0,-1
B02288,48,19925.0,108717.0,76417.0,7.4,1,4,3,1,4,3,2,3,3,2,1,2,4
B02289,23,68803.0,350786.0,37682.0,0.6,0,-1,0,0,1,0,-1,0,-1,0,-1,0,-1
B02290,58,35092.0,153696.0,50329.0,4.6,4,1,4,3,4,3,1,1,4,3,1,3,2
B02291,44,31253.0,169016.0,19494.0,5.6,0,3,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1
B02292,40,19262.0,108948.0,4896.0,16.5,3,-1,1,3,3,1,3,2,0,-1,0,0,0
B02293,61,25592.0,48735.0,21876.0,10.4,4,2,4,2,4,4,1,4,4,1,3,4,4
B02294,68,36231.0,68137.0,17021.0,8.8,2,0,0,0,-1,0,0,1,-1,2,4,2,-1
B02295,48,34739.0,96842.0,31903.0,4.4,4,0,-1,3,-1,-1,0,0,2,-1,-1,-1,-1
B02296,30,37098.0,61788.0,21602.0,3.5,0,-1,0,0,0,2,0,0,-1,0,0,0,0
B02297,57,50452.0,174794.0,60080.0,2.0,1,0,0,3,0,-1,-1,2,2,4,2,0,-1
B02298,60,39403.0,112199.0,20431.0,1.2,3,2,-1,-1,-1,0,0,-1,0,0,-1,0,-1
B02299,34,29050.0,115777.0,22406.0,17.6,1,-1,-1,0,0,0,0,-1,0,-1,0,0,-1
B02300,21,33562.0,94035.0,32122.0,4.9,1,3,4,3,-1,3,4,4,0,4,1,2,-1
B02301,69,32566.0,142470.0,40539.0,10.2,1,1,2,0,-1,1,1,0,4,2,2,2,2
B02302,65,51198.0,174187.0,86890.0,7.2,1,0,-1,0,-1,2,-1,-1,-1,2,1,-1,0
B02303,43,28539.0,70082.0,11794.0,8.0,2,0,-1,-1,0,-1,0,-1,-1,2,0,-1,-1
B02304,38,50252.0,79185.0,36635.0,2.0,2,-1,0,0,-1,0,0,-1,0,0,-1,0,-1
B02305,41,26995.0,127390.0,25347.0,5.5,1,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0
B02306,62,10840.0,62135.0,7801.0,7.8,0,0,-1,4,1,1,2,4,0,-1,0,2,0
B02307,56,37120.0,164247.0,78885.0,5.4,2,-1,-1,3,1,-1,0,3,3,0,-1,2,1
B02308,48,28482.0,90321.0,13611.0,0.1,1,0,0,0,0,1,0,0,-1,0,-1,-1,0
B02309,51,29992.0,156534.0,22549.0,7.2,1,-1,0,1,-1,2,0,1,1,1,0,0,-1
B02310,42,58285.0,90468.0,42191.0,4.6,2,2,0,-1,0,-1,0,0,-1,-1,0,-1,-1
B02311,37,41431.0,130969.0,13925.0,1.6,2,-1,0,0,-1,0,0,-1,-1,0,-1,-1,0
B02312,65,16823.0,72148.0,44763.0,6.0,0,0,-1,0,0,3,0,-1,-1,-1,0,0,0
B02313,57,20723.0,89214.0,59541.0,2.5,2,4,1,4,3,3,3,3,4,3,1,2,0
B02314,29,64591.0,116994.0,47518.0,18.9,3,-1,-1,4,0,0,0,0,0,0,0,-1,-1
B02315,54,35553.0,211652.0,79604.0,4.0,2,1,-1,3,-1,3,1,0,3,2,2,-1,0
B02316,28,24072.0,56670.0,1705.0,3.1,1,1,3,1,2,1,3,4,2,1,1,1,3
B02317,44,64023.0,303897.0,206880.0,1.1,1,0,3,0,-1,-1,4,3,-1,0,0,-1,2
B02318,57,66620.0,381375.0,213200.0,2.2,2,1,2,1,3,4,4,2,4,1,4,1,2
B02319,46,73775.0,195912.0,47009.0,4.7,1,0,0,-1,-1,-1,-1,0,0,4,3,-1,2
B02320,55,45876.0,257148.0,59808.0,1.1,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,0
B02321,25,24545.0,41653.0,1940.0,6.2,1,0,0,0,0,0,0,0,3,3,-1,0,-1
B02322,62,74427.0,215224.0,127362.0,1.5,2,-1,4,1,1,0,1,4,2,1,-1,3,-1
B02323,25,60581.0,235745.0,16382.0,8.5,3,-1,-1,0,0,1,-1,-1,4,0,-1,-1,0
B02324,25,42945.0,92645.0,52960.0,2.4,2,1,-1,0,0,2,-1,1,-1,2,0,0,-1
B02325,64,40808.0,103810.0,23855.0,0.5,0,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0
B02326,57,119795.0,516385.0,114121.0,0.3,4,-1,0,-1,-1,0,-1,0,0,-1,-1,4,-1
B02327,44,11540.0,51335.0,43970.0,9.7,3,1,1,1,4,2,1,3,4,1,3,3,1
B02328,59,46317.0,141678.0,30818.0,6.4,3,-1,0,-1,0,3,4,4,-1,0,0,-1,0
B02329,25,28853.0,159034.0,63573.0,8.7,1,1,0,4,3,3,3,3,1,-1,-1,1,3
B02330,28,46650.0,113862.0,6856.0,9.4,1,2,1,0,-1,3,-1,1,3,3,4,2,4
B02331,34,43877.0,250892.0,122809.0,5.9,0,1,2,4,4,1,2,4,1,0,2,4,3
B02332,22,26436.0,156684.0,46178.0,4.2,0,2,4,3,3,-1,0,3,1,0,1,-1,-1
B02333,46,53447.0,138712.0,47950.0,11.3,1,3,2,1,-1,-1,-1,-1,4,1,-1,0,-1
B02334,44,39991.0,174663.0,99694.0,9.0,2,0,-1,0,-1,-1,0,-1,-1,-1,0,0,-1
B02335,28,57643.0,154788.0,38764.0,3.4,1,-1,0,-1,0,-1,1,3,-1,0,1,-1,0
B02336,26,46113.0,122305.0,70972.0,1.6,3,0,0,-1,4,2,0,0,1,-1,0,-1,0
B02337,35,57440.0,271151.0,135555.0,11.2,2,-1,0,-1,0,4,4,0,0,3,0,-1,0
B02338,23,28882.0,65558.0,26595.0,5.9,2,0,1,4,0,0,0,2,0,-1,4,4,-1
B02339,21,76905.0,304113.0,67265.0,12.8,4,1,0,3,3,2,1,3,3,2,4,3,4
B02340,61,47210.0,278348.0,135416.0,6.6,3,-1,1,0,-1,1,0,3,0,0,3,1,4
B02341,46,61352.0,231810.0,69755.0,5.5,3,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,2
B02342,30,40437.0,235759.0,149710.0,3.9,4,-1,-1,-1,1,3,-1,0,2,4,2,1,-1
B02343,68,55380.0,290365.0,29753.0,2.8,2,0,4,-1,0,4,2,2,3,2,2,3,3
B02344,60,48527.0,142890.0,34635.0,7.0,0,0,2,1,4,0,-1,0,-1,4,3,2,-1
B02345,39,30654.0,96362.0,59989.0,8.0,0,3,0,0,2,2,-1,4,3,3,3,1,3
B02346,69,63540.0,303111.0,48142.0,7.1,2,0,-1,4,4,2,0,0,3,0,1,2,4
B02347,30,79192.0,130603.0,21702.0,0.7,1,-1,-1,0,-1,-1,-1,0,0,-1,2,3,3
B02348,46,59577.0,309696.0,38307.0,1.6,1,4,2,3,1,-1,4,1,2,2,4,2,3
B02349,38,30483.0,149892.0,61181.0,2.4,4,1,-1,0,-1,2,0,-1,0,-1,0,-1,0
B02350,65,38735.0,185745.0,108817.0,9.9,2,0,-1,-1,0,0,4,-1,0,2,-1,2,-1
B02351,65,42558.0,245457.0,124874.0,2.0,3,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0
B02352,24,24890.0,71469.0,22980.0,9.1,0,3,4,3,4,3,3,4,3,3,4,4,3
B02353,32,40614.0,233831.0,132805.0,6.9,2,0,3,-1,2,-1,-1,2,0,4,3,4,4
B02354,55,112692.0,406786.0,54979.0,2.5,7,0,-1,0,-1,0,-1,0,-1,0,-1,-1,0
B02355,21,66414.0,155756.0,88362.0,7.3,3,-1,0,0,-1,-1,0,-1,-1,0,-1,0,0
B02356,59,72622.0,342174.0,138759.0,10.0,2,0,0,-1,0,0,0,0,0,0,-1,0,-1
B02357,49,57048.0,278311.0,174357.0,6.5,3,1,1,3,2,4,1,1,1,4,4,4,3
B02358,61,44468.0,74737.0,4343.0,2.8,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,0
B02359,36,33973.0,108815.0,81875.0,4.9,3,2,0,1,-1,1,2,-1,2,2,4,0,-1
B02360,46,156002.0,648178.0,198408.0,3.2,1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1
B02361,33,45379.0,167263.0,28337.0,2.7,0,0,0,-1,0,0,0,0,0,-1,0,4,2
B02362,34,36971.0,197190.0,114387.0,3.9,2,4,4,1,-1,-1,3,3,0,-1,0,-1,0
B02363,33,28418.0,59198.0,15532.0,11.5,1,-1,0,-1,0,4,1,0,2,1,-1,0,0
B02364,34,110804.0,247647.0,121508.0,4.0,3,-1,0,-1,-1,-1,0,-1,4,2,-1,-1,-1
B02365,55,29746.0,133803.0,35228.0,7.5,2,-1,1,1,3,0,1,0,-1,1,4,4,4
B02366,52,53263.0,163608.0,120191.0,6.8,1,0,0,0,0,4,-1,-1,0,-1,0,0,3
B02367,61,71135.0,180792.0,94992.0,3.3,1,0,-1,1,-1,3,1,0,4,3,2,0,2
B02368,38,24581.0,107889.0,71530.0,9.6,2,-1,1,-1,1,-1,2,3,3,1,-1,-1,-1
B02369,43,79525.0,443158.0,241753.0,3.1,3,-1,-1,4,-1,-1,0,0,-1,0,0,3,0
B02370,61,28509.0,143784.0,86232.0,0.5,1,-1,4,1,2,2,3,4,2,1,1,2,-1
B02371,32,31528.0,119539.0,88632.0,2.9,1,-1,-1,-1,-1,2,-1,4,4,3,0,0,-1
B02372,52,40477.0,219039.0,97458.0,6.0,1,0,-1,-1,0,-1,1,-1,1,-1,0,1,0
B02373,23,119784.0,574862.0,192814.0,7.7,2,-1,-1,0,-1,-1,0,-1,0,-1,-1,0,0
B02374,37,72674.0,278336.0,98138.0,7.6,2,0,0,-1,0,0,-1,-1,-1,-1,4,0,0
B02375,41,34799.0,77967.0,48400.0,14.3,1,3,4,4,1,0,4,3,0,-1,0,1,2
B02376,38,46201.0,125391.0,29602.0,6.4,3,-1,-1,-1,-1,-1,0,0,0,3,0,-1,-1
B02377,65,49261.0,136264.0,34495.0,5.3,1,1,-1,-1,0,0,3,0,-1,0,-1,-1,0
B02378,28,68144.0,209336.0,155765.0,4.1,1,-1,-1,0,0,-1,0,4,2,-1,3,0,2
B02379,60,78767.0,471011.0,273347.0,5.8,3,1,0,0,1,-1,0,0,4,3,-1,0,-1
B02380,43,25575.0,56251.0,36558.0,6.4,3,3,0,2,2,0,4,-1,2,-1,3,3,1
B02381,41,27907.0,116127.0,60585.0,6.4,0,-1,-1,0,-1,0,0,-1,-1,4,2,-1,3
B02382,44,35743.0,94137.0,58088.0,9.5,1,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1
B02383,41,31955.0,128237.0,65281.0,11.3,2,0,-1,3,3,4,1,-1,0,2,1,3,1
B02384,46,41032.0,77930.0,52544.0,6.4,1,0,-1,-1,0,4,4,0,2,2,4,4,4
B02385,21,89209.0,509738.0,288158.0,2.6,1,0,0,3,3,3,4,-1,-1,0,3,-1,2
B02386,56,52514.0,270657.0,101595.0,1.8,3,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1
B02387,69,33528.0,107855.0,58982.0,14.0,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0
B02388,39,27455.0,49810.0,25979.0,10.6,0,-1,-1,0,0,4,3,-1,-1,0,-1,0,-1
B02389,60,97564.0,258283.0,38969.0,3.6,2,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1
B02390,50,36934.0,114142.0,47546.0,2.9,3,-1,-1,-1,0,-1,3,3,-1,4,2,2,0
B02391,60,62829.0,163342.0,318.0,7.1,2,0,0,-1,0,0,0,0,0,0,0,0,-1
B02392,21,46549.0,172512.0,38130.0,13.0,1,3,1,4,-1,-1,0,0,0,-1,-1,1,-1
B02393,50,47010.0,179131.0,140880.0,14.3,4,-1,-1,1,0,4,-1,2,2,-1,-1,-1,3
B02394,45,50335.0,150101.0,47636.0,7.1,3,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1
B02395,66,64467.0,339439.0,208283.0,3.4,5,0,0,1,-1,2,2,4,0,-1,2,-1,0
B02396,35,25895.0,66635.0,30575.0,10.4,0,0,-1,-1,0,0,-1,0,-1,0,4,4,-1
B02397,28,33688.0,119815.0,58026.0,0.6,3,3,2,2,1,4,3,1,4,2,2,4,1
B02398,28,23693.0,60172.0,13323.0,15.4,3,0,0,0,0,-1,-1,0,0,0,-1,-1,-1
B02399,23,28805.0,47888.0,19522.0,2.6,2,4,3,0,-1,3,3,4,1,3,2,-1,-1
B02400,24,70413.0,345175.0,138972.0,7.6,3,0,0,0,-1,-1,0,0,-1,4,3,-1,0
B02401,43,84145.0,242303.0,98408.0,3.0,4,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1
B02402,56,25429.0,96047.0,64153.0,5.2,3,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0
B02403,61,28920.0,87918.0,41192.0,14.2,1,-1,0,2,0,-1,-1,1,4,0,0,3,2
B02404,26,52475.0,261654.0,35957.0,4.4,3,-1,0,-1,-1,0,0,-1,0,0,-1,-1,0
B02405,35,42975.0,150193.0,29897.0,2.0,2,3,0,1,4,0,-1,0,-1,0,-1,-1,-1
B02406,23,28710.0,64993.0,48333.0,1.8,3,4,2,4,3,2,4,1,4,2,2,1,3
B02407,52,59339.0,265311.0,29960.0,18.6,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,0
B02408,46,36903.0,75904.0,11243.0,6.4,2,-1,0,-1,2,-1,-1,-1,0,0,0,0,0
B02409,38,62894.0,259795.0,173508.0,0.2,1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,0
B02410,46,40969.0,119433.0,21212.0,7.7,3,0,-1,4,4,2,2,4,3,1,2,0,0
B02411,33,22209.0,89321.0,67050.0,3.0,6,-1,0,1,0,-1,0,-1,2,-1,0,2,0
B02412,67,34707.0,100978.0,36830.0,8.8,1,-1,-1,0,0,0,0,0,0,0,-1,0,0
B02413,40,30098.0,173951.0,61841.0,11.4,3,2,-1,2,1,3,4,-1,2,0,-1,-1,-1
B02414,48,40995.0,108603.0,79623.0,9.5,1,1,4,1,3,1,-1,4,3,1,3,3,2
B02415,67,33506.0,152625.0,85632.0,8.3,3,-1,-1,0,-1,0,-1,-1,0,0,0,0,0
B02416,40,48477.0,166162.0,30100.0,8.4,1,-1,0,-1,-1,-1,0,2,-1,0,4,4,2
B02417,29,33054.0,171185.0,18369.0,1.5,0,-1,2,0,0,2,-1,2,2,2,3,4,0
B02418,43,49303.0,199145.0,99335.0,5.1,3,0,3,2,-1,-1,4,4,0,-1,-1,-1,-1
B02419,24,36744.0,142292.0,86894.0,2.4,3,0,-1,-1,2,3,4,0,-1,0,-1,-1,2
B02420,63,18244.0,91107.0,14378.0,2.3,1,-1,0,-1,-1,0,0,1,-1,4,2,1,2
B02421,58,43132.0,181148.0,24144.0,4.0,1,1,3,1,3,3,2,2,0,1,2,1,1
B02422,50,56883.0,334847.0,63247.0,3.4,2,-1,-1,-1,-1,-1,-1,3,3,4,1,4,4
B02423,68,52683.0,82736.0,57923.0,18.2,1,3,0,0,-1,0,1,3,2,0,-1,-1,-1
B02424,32,57121.0,276415.0,202249.0,15.5,3,0,2,4,1,-1,3,0,-1,-1,-1,0,-1
B02425,58,51237.0,79737.0,70696.0,6.9,3,3,3,0,0,3,-1,-1,-1,0,-1,0,-1
B02426,42,59187.0,182284.0,123452.0,5.6,2,-1,0,-1,4,0,-1,-1,0,-1,0,0,0
B02427,66,23435.0,49447.0,28655.0,10.3,0,3,4,3,3,0,-1,4,1,3,2,0,0
B02428,65,64747.0,167583.0,126862.0,3.1,3,2,2,1,3,2,1,1,0,-1,1,4,3
B02429,58,29007.0,80517.0,21958.0,6.1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0
B02430,50,60701.0,164628.0,20370.0,2.6,3,-1,-1,0,0,0,-1,0,0,0,0,0,0
B02431,33,48543.0,115715.0,42483.0,8.1,1,1,0,-1,0,1,-1,2,0,0,-1,2,1
B02432,28,41226.0,92618.0,25404.0,3.9,0,-1,-1,0,-1,3,-1,0,-1,0,-1,-1,-1
B02433,25,32495.0,106800.0,56604.0,3.3,2,1,3,1,4,1,1,-1,3,2,-1,-1,4
B02434,48,90270.0,342763.0,177451.0,10.0,2,0,0,0,-1,0,0,0,0,0,0,0,-1
B02435,44,50050.0,83851.0,26468.0,11.3,1,2,-1,4,1,2,1,3,1,2,0,3,1
B02436,25,44198.0,84312.0,48570.0,3.0,0,4,2,-1,0,-1,-1,0,2,2,4,2,-1
B02437,27,50759.0,114149.0,67355.0,12.6,1,-1,2,3,2,2,1,0,4,0,4,1,-1
B02438,63,51591.0,289755.0,108131.0,16.6,2,0,0,-1,0,0,0,0,3,-1,-1,-1,-1
B02439,43,34989.0,72291.0,25105.0,1.4,2,-1,0,-1,-1,-1,0,-1,-1,2,-1,-1,0
B02440,35,50349.0,274784.0,96354.0,4.9,0,4,1,4,4,1,2,4,4,4,4,4,1
B02441,29,37956.0,179465.0,114382.0,4.9,4,-1,0,0,4,2,4,2,1,1,1,0,3
B02442,25,118882.0,438342.0,226838.0,5.0,1,-1,-1,3,2,3,0,0,2,3,1,4,-1
B02443,56,42215.0,83799.0,12747.0,7.9,2,2,2,4,3,4,3,1,1,4,4,1,4
B02444,44,23191.0,127912.0,39319.0,2.8,3,-1,-1,-1,0,-1,0,0,0,0,0,0,0
B02445,60,29511.0,139475.0,36585.0,1.5,1,-1,0,-1,-1,-1,0,1,1,0,-1,0,1
B02446,22,17745.0,77114.0,56494.0,10.6,2,-1,-1,-1,4,2,2,2,-1,-1,2,-1,-1
B02447,23,83967.0,205443.0,169378.0,7.4,4,-1,-1,-1,-1,0,-1,-1,1,0,0,4,0
B02448,36,21267.0,35848.0,15983.0,10.3,1,-1,0,0,1,1,-1,0,0,0,-1,1,-1
B02449,42,74795.0,263907.0,41509.0,2.6,2,1,1,0,1,0,0,4,0,-1,0,0,-1
B02450,24,51816.0,93822.0,40603.0,2.2,2,-1,0,-1,0,-1,0,0,-1,-1,-1,0,-1
B02451,63,46431.0,224793.0,49578.0,1.0,1,-1,0,0,-1,0,0,0,-1,0,0,-1,-1
B02452,32,52490.0,196736.0,80806.0,5.1,3,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,2
B02453,41,27426.0,157025.0,34829.0,3.0,2,-1,3,-1,-1,0,0,0,-1,0,-1,-1,0
B02454,65,21895.0,128124.0,52911.0,4.6,1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,0,0
B02455,53,45952.0,81911.0,35312.0,2.3,2,0,-1,-1,-1,0,0,-1,0,-1,1,2,0
B02456,51,72927.0,309343.0,119769.0,1.1,3,3,2,0,0,2,2,0,2,2,2,3,-1
B02457,22,39303.0,183776.0,98153.0,2.5,2,2,2,0,2,3,1,-1,-1,2,3,2,1
B02458,41,27147.0,119198.0,49346.0,9.5,3,0,-1,0,0,0,0,-1,0,-1,-1,-1,-1
B02459,32,70474.0,109392.0,16735.0,4.9,1,1,-1,0,1,-1,-1,0,0,0,0,-1,-1
B02460,35,60390.0,185075.0,93588.0,3.7,2,0,-1,4,0,1,0,2,1,-1,0,4,-1
B02461,27,19852.0,85835.0,35913.0,6.3,0,0,0,3,-1,0,0,1,1,1,2,4,-1
B02462,57,44347.0,238712.0,64758.0,5.7,0,0,-1,4,-1,2,3,1,4,-1,-1,0,3
B02463,27,33723.0,126737.0,49177.0,3.3,1,4,2,1,2,4,2,-1,2,3,3,4,1
B02464,56,82189.0,470750.0,210464.0,5.8,3,3,3,2,3,2,3,2,1,3,1,1,1
B02465,61,50632.0,263496.0,48552.0,7.5,3,0,3,-1,0,-1,0,-1,-1,0,0,-1,-1
B02466,55,38039.0,200415.0,128596.0,4.0,3,0,3,-1,2,-1,-1,3,-1,2,0,4,2
B02467,33,50559.0,269613.0,212178.0,4.2,5,0,0,0,0,0,-1,-1,0,-1,-1,0,-1
B02468,36,37614.0,147837.0,71620.0,5.2,2,-1,3,1,1,2,0,-1,-1,-1,0,2,0
B02469,55,53424.0,103273.0,52697.0,4.1,2,0,-1,0,0,0,0,0,0,0,0,0,-1
B02470,53,97745.0,496435.0,151817.0,11.2,3,0,0,-1,-1,0,0,1,1,1,0,0,1
B02471,41,40415.0,199978.0,85184.0,7.8,1,-1,-1,3,1,4,0,0,-1,2,-1,0,0
B02472,48,46079.0,102307.0,47084.0,1.3,3,0,-1,0,0,1,0,-1,-1,0,4,0,-1
B02473,56,38870.0,211201.0,21927.0,1.8,1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1
B02474,31,65434.0,355961.0,215412.0,3.4,2,2,-1,4,1,3,0,-1,1,3,1,-1,2
B02475,29,71673.0,193768.0,127179.0,9.0,3,0,-1,-1,1,2,0,0,-1,3,2,2,2
B02476,47,54246.0,264793.0,35281.0,3.7,5,-1,0,-1,0,3,-1,-1,0,0,0,-1,0
B02477,36,45767.0,202474.0,93541.0,2.2,2,4,-1,0,4,0,0,-1,0,-1,-1,0,-1
B02478,69,45643.0,178333.0,50305.0,7.6,0,4,3,1,4,2,1,-1,2,2,4,4,1
B02479,26,15065.0,41393.0,33097.0,1.8,2,4,4,2,3,2,4,2,2,3,2,3,3
B02480,41,53661.0,312968.0,38126.0,1.5,4,-1,-1,-1,0,-1,4,-1,-1,-1,0,-1,0
B02481,45,90311.0,488520.0,280200.0,6.6,2,-1,-1,0,2,0,-1,-1,0,-1,0,-1,0
B02482,53,43546.0,73584.0,28888.0,10.7,0,-1,0,-1,-1,-1,0,-1,1,0,0,-1,-1
B02483,36,67722.0,149002.0,49041.0,6.8,2,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,-1
B02484,63,46658.0,151873.0,42261.0,6.8,0,-1,1,0,0,0,0,0,-1,0,0,0,-1
B02485,30,19127.0,70828.0,15075.0,1.9,3,-1,0,1,4,4,-1,-1,-1,-1,-1,1,0
B02486,54,29379.0,148631.0,61701.0,5.1,2,0,-1,0,1,-1,0,-1,0,3,4,-1,1
B02487,23,59399.0,102199.0,21778.0,11.7,4,-1,-1,0,0,0,-1,-1,-1,-1,1,0,-1
B02488,40,41222.0,247207.0,53951.0,3.5,2,0,2,4,3,-1,-1,-1,1,-1,1,3,2
B02489,32,66285.0,366694.0,159634.0,5.7,2,2,0,0,-1,4,1,-1,-1,-1,0,3,4
B02490,53,55314.0,286970.0,114252.0,1.6,4,0,-1,-1,1,4,-1,0,0,4,4,1,4
B02491,68,82317.0,284902.0,160755.0,9.4,5,0,0,0,-1,3,-1,-1,0,2,-1,4,3
B02492,40,88556.0,359559.0,166547.0,2.0,2,0,-1,0,-1,-1,-1,-1,0,-1,0,0,0
B02493,39,83118.0,315028.0,47381.0,6.2,0,0,-1,-1,-1,0,-1,0,-1,2,0,-1,-1
B02494,44,20264.0,98969.0,72254.0,7.1,1,-1,0,-1,-1,-1,3,1,4,2,3,-1,-1
B02495,54,51687.0,109284.0,73016.0,6.6,2,0,0,4,3,4,1,4,2,2,0,2,1
B02496,63,45742.0,92535.0,40554.0,7.8,1,-1,-1,3,-1,0,-1,-1,0,0,0,-1,-1
B02497,39,30146.0,89151.0,24176.0,0.8,4,0,-1,-1,0,0,0,0,0,0,0,0,0
B02498,41,41761.0,209817.0,130236.0,3.3,2,-1,-1,-1,2,0,0,0,-1,0,-1,0,-1
B02499,37,20695.0,42674.0,22696.0,8.1,5,-1,0,0,0,0,-1,-1,0,1,0,0,-1
B02500,68,32691.0,107968.0,15676.0,12.6,2,0,2,1,-1,0,0,4,1,0,0,1,1
B02501,62,42980.0,243501.0,166200.0,5.0,1,0,3,2,2,3,0,0,3,2,1,4,3
B02502,22,74324.0,157646.0,55908.0,8.9,4,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1
B02503,36,33386.0,57235.0,23198.0,13.5,3,-1,2,0,2,1,0,4,1,0,4,1,2
B02504,43,62003.0,175085.0,39292.0,11.6,1,0,-1,0,0,2,0,0,1,0,0,0,0
B02505,65,41571.0,158169.0,57595.0,7.0,1,-1,-1,4,0,-1,0,0,2,-1,0,4,-1
B02506,36,15047.0,60338.0,43591.0,4.3,4,1,1,1,4,4,2,2,4,2,4,3,4
B02507,28,38354.0,197999.0,82187.0,4.3,2,0,3,-1,-1,4,0,1,-1,-1,0,-1,-1
B02508,26,39148.0,233626.0,22975.0,7.3,2,4,-1,0,-1,-1,-1,-1,-1,3,0,0,0
B02509,67,81774.0,437834.0,217594.0,9.6,1,-1,2,3,0,0,-1,0,0,0,0,-1,0
B02510,56,21178.0,40169.0,10581.0,2.1,2,2,-1,3,3,4,4,3,3,3,2,3,4
B02511,51,44592.0,231962.0,93276.0,8.9,3,-1,0,3,4,0,1,3,-1,4,1,2,-1
B02512,60,20389.0,92524.0,29144.0,10.7,3,0,-1,-1,1,0,0,-1,3,1,-1,0,0
B02513,27,35441.0,100393.0,31333.0,4.5,4,0,3,1,-1,2,0,-1,0,1,-1,-1,-1
B02514,49,28356.0,116704.0,34727.0,1.4,2,3,1,1,4,1,1,-1,0,2,4,2,2
B02515,57,26727.0,83707.0,51188.0,7.2,5,0,4,-1,4,2,3,2,2,2,0,-1,0
B02516,65,42483.0,248206.0,161907.0,4.2,2,1,1,4,3,3,3,3,2,3,3,4,3
B02517,21,79364.0,388457.0,134327.0,19.0,1,3,-1,0,-1,0,0,0,4,4,1,0,-1
B02518,46,24582.0,114941.0,30109.0,1.7,4,4,3,2,4,4,2,3,2,0,2,4,2
B02519,22,21370.0,60399.0,23813.0,2.5,1,0,4,0,0,0,-1,3,3,-1,1,0,-1
B02520,61,48849.0,151479.0,11733.0,3.6,0,0,3,-1,0,-1,0,-1,-1,-1,2,0,-1
B02521,56,70100.0,308029.0,207313.0,3.0,1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1
B02522,34,66363.0,300320.0,47403.0,1.6,1,1,2,4,4,1,2,2,3,4,1,3,3
B02523,36,29189.0,96685.0,28964.0,0.4,2,0,0,0,0,0,0,0,-1,0,0,-1,-1
B02524,45,34918.0,79575.0,30666.0,6.4,2,0,0,-1,-1,-1,1,0,0,0,-1,-1,0
B02525,42,22266.0,90970.0,5977.0,6.9,2,-1,-1,0,0,0,-1,-1,-1,-1,0,4,1
B02526,34,63251.0,371835.0,207786.0,8.4,2,-1,-1,-1,0,0,0,1,0,-1,0,-1,-1
B02527,55,53352.0,257465.0,48205.0,2.9,1,3,0,-1,0,-1,-1,0,-1,-1,0,-1,0
B02528,44,46156.0,150036.0,99301.0,3.0,2,2,4,2,3,-1,-1,0,2,3,4,3,4
B02529,29,51678.0,271760.0,137409.0,0.7,1,-1,4,0,-1,0,-1,2,0,0,0,4,0
B02530,57,21184.0,77107.0,21180.0,0.4,5,0,0,-1,4,0,0,0,-1,-1,3,4,-1
